tag-id,animal-id,animal-taxon,deploy-on-date,deploy-off-date,animal-comments,animal-death-comments,animal-exact-date-of-birth,animal-latest-date-born,animal-life-stage,animal-mass,animal-sex,animal-taxon-detail,attachment-type,deploy-off-person,deploy-on-person,deployment-comments,deployment-end-comments,deployment-end-type,deployment-id,duty-cycle,manipulation-type,study-site,tag-comments,tag-manufacturer-name,tag-model,tag-processing-type,tag-production-date,tag-readout-method
3159,Sharon,Chelonoidis porteri,2013-07-11 00:00:00.000,,domed: carapace length 90.5 cm,,,,adult,,f,,glue,,,,,,3159-Sharon,hourly from 6:00-19:00 local time,none,Isla Santa Cruz west (La Reserva),,e-obs GmbH,custom GPS logger,,,other-wireless
1398,Lola,Chelonoidis porteri,2013-07-11 20:00:00.000,2013-11-26 18:00:00.000,domed: carapace length 105 cm,,,,adult,,f,,glue,,,,"weak battery, reason unknown",equipment-failure,1398-Lola,hourly from 6:00-19:00 local time,none,Isla Santa Cruz west (La Reserva),,e-obs GmbH,custom GPS logger,,,other-wireless
3147,Pilar,Chelonoidis porteri,2013-07-15 00:00:00.000,,domed: carapace length 62.5 cm,,,,sub-adult,, ,,glue,,,,,,3147-Pilar,hourly from 6:00-19:00 local time,none,Isla Santa Cruz west (La Reserva),,e-obs GmbH,custom GPS logger,,,other-wireless
3136,Jamie,Chelonoidis porteri,2013-07-17 00:00:00.000,,domed: carapace length 57 cm,,,,juvenile,, ,,glue,,,,,,3136-Jamie,hourly from 6:00-19:00 local time,none,Isla Santa Cruz west (La Reserva),,e-obs GmbH,custom GPS logger,,,other-wireless
3141,Inoho,Chelonoidis porteri,2013-07-17 00:00:00.000,,domed: carapace length 70 cm,,,,adult,,f,,glue,,,,,,3141-Inoho,hourly from 6:00-19:00 local time,none,Isla Santa Cruz west (La Reserva),,e-obs GmbH,custom GPS logger,,,other-wireless
3163,Gnasher,Chelonoidis porteri,2013-07-17 15:00:00.000,2019-10-25 00:00:00.000,domed: carapace length 45 cm,,,,juvenile,, ,,glue,Freddy,,,,,3163-Gnasher,hourly from 6:00-19:00 local time,none,Isla Santa Cruz west (La Reserva),,e-obs GmbH,custom GPS logger,,,other-wireless
3143,Graciella,Chelonoidis porteri,2013-07-19 00:00:00.000,,domed: carapace length 83.5 cm,,,,adult,,f,,glue,,,,,,3143-Graciella,hourly from 6:00-19:00 local time,none,Isla Santa Cruz west (La Reserva),,e-obs GmbH,custom GPS logger,,,other-wireless
3153,Susan,Chelonoidis porteri,2013-07-25 00:00:00.000,,domed: carapace length 94.5 cm,,,,adult,,f,,glue,,,2009-2016 data used for analysis in Bastille-Rousseau et al. (2019),,,3153-Susan,hourly from 6:00-19:00 local time,none,Isla Santa Cruz west (La Reserva),,e-obs GmbH,custom GPS logger,,,other-wireless
3155,Tanya,Chelonoidis porteri,2013-07-25 00:00:00.000,,domed: carapace length 87 cm,,,,adult,,f,,glue,,,,,,3155-Tanya,hourly from 6:00-19:00 local time,none,Isla Santa Cruz west (La Reserva),,e-obs GmbH,custom GPS logger,,,other-wireless
3162,Kiana,Chelonoidis porteri,2013-07-25 20:00:00.000,2013-12-04 12:00:00.000,domed: carapace length 50 cm,,,,adult,, ,,glue,,,,,,3162-Kiana,hourly from 6:00-19:00 local time,none,Isla Santa Cruz west (La Reserva),,e-obs GmbH,custom GPS logger,,,other-wireless
3142,Toots,Chelonoidis porteri,2013-07-31 00:00:00.000,,domed: carapace length 90.5 cm,,,,adult,,f,,glue,,,,,,3142-Toots,hourly from 6:00-19:00 local time,none,Isla Santa Cruz west (La Reserva),,e-obs GmbH,custom GPS logger,,,other-wireless
3148,Sonia,Chelonoidis porteri,2013-07-31 00:00:00.000,2014-05-05 00:00:00.000,domed: carapace length 90 cm,,,,adult,,f,,glue,,,,tag fell off,fall-off,3148-Sonia,hourly from 6:00-19:00 local time,none,Isla Santa Cruz west (La Reserva),,e-obs GmbH,custom GPS logger,,,other-wireless
3150,Andrea,Chelonoidis porteri,2013-07-31 00:00:00.000,,domed: carapace length 99.5 cm,,,,adult,,f,,glue,,,2009-2016 data used for analysis in Bastille-Rousseau et al. (2019),,,3150-Andrea,hourly from 6:00-19:00 local time,none,Isla Santa Cruz west (La Reserva),,e-obs GmbH,custom GPS logger,,,other-wireless
3146,Cuthbert,Chelonoidis porteri,2013-08-13 00:00:00.000,,domed: carapace length 96 cm,,,,adult,,m,,glue,,,2009-2016 data used for analysis in Bastille-Rousseau et al. (2019),,,3146-Cuthbert,hourly from 6:00-19:00 local time,none,Isla Santa Cruz west (La Reserva),,e-obs GmbH,custom GPS logger,,,other-wireless
3149,Freddy V,Chelonoidis porteri,2013-08-13 00:00:00.000,2013-11-23 00:00:00.000,domed: carapace length 120.5. cm,,,,adult,,m,,glue,,,,tag fell off,fall-off,3149-Freddy V,hourly from 6:00-19:00 local time,none,Isla Santa Cruz west (La Reserva),,e-obs GmbH,custom GPS logger,,,other-wireless
3134,Smiffy,Chelonoidis porteri,2013-08-14 00:00:00.000,,domed: carapace length 52 cm,,,,adult,, ,,glue,,,,,,3134-Smiffy,hourly from 6:00-19:00 local time,none,Isla Santa Cruz west (La Reserva),,e-obs GmbH,custom GPS logger,,,other-wireless
3135,Plug,Chelonoidis porteri,2013-08-14 00:00:00.000,,domed: carapace length 63 cm,,,,adult,, ,,glue,,,,,,3135-Plug,hourly from 6:00-19:00 local time,none,Isla Santa Cruz west (La Reserva),,e-obs GmbH,custom GPS logger,,,other-wireless
3140,Spotty,Chelonoidis porteri,2013-08-14 00:00:00.000,,domed: carapace length 60 cm,,,,adult,, ,,glue,,,,,,3140-Spotty,hourly from 6:00-19:00 local time,none,Isla Santa Cruz west (La Reserva),,e-obs GmbH,custom GPS logger,,,other-wireless
3137,Danny,Chelonoidis porteri,2013-08-16 00:00:00.000,,domed: carapace length 59 cm,,,,adult,, ,,glue,,,,,,3137-Danny,hourly from 6:00-19:00 local time,none,Isla Santa Cruz west (La Reserva),,e-obs GmbH,custom GPS logger,,,other-wireless
3133,Erbert,Chelonoidis porteri,2013-08-16 00:00:00.000,2013-11-28 00:00:00.000,domed: carapace length 47 cm,,,,adult,, ,,glue,,,,tag was removed because it was coming loose,removal,3133-Erbert,hourly from 6:00-19:00 local time,none,Isla Santa Cruz west (La Reserva),,e-obs GmbH,custom GPS logger,,,other-wireless
3139,Sidney,Chelonoidis porteri,2013-08-16 00:00:00.000,,domed: carapace length 66 cm,,,,adult,, ,,glue,,,,,,3139-Sidney,hourly from 6:00-19:00 local time,none,Isla Santa Cruz west (La Reserva),,e-obs GmbH,custom GPS logger,,,other-wireless
3293,Jumbo_2,Chelonoidis donfaustoi,2013-11-26 19:00:00.000,,domed: carapace length 117 cm,,,,adult,,m,,glue,,,,,,3293-Jumbo_2,hourly from 6:00-19:00 local time,none,Isla Santa Cruz east (Cerro Fatal),,e-obs GmbH,custom GPS logger,,,other-wireless
3157,Mariposa,Chelonoidis porteri,2013-12-08 20:00:00.000,,domed: carapace length 101.2 cm,,,,adult,,f,,glue,,,2009-2016 data used for analysis in Bastille-Rousseau et al. (2019),,,3157-Mariposa,hourly from 6:00-19:00 local time,none,Isla Santa Cruz west (La Reserva),,e-obs GmbH,custom GPS logger,,,other-wireless
3292,Mandy,Chelonoidis porteri,2013-12-14 18:00:00.000,,domed:carapace length 105 cm,,,,adult,,f,,glue,,,deployed with mola mola club; 2009-2016 data used for analysis in Bastille-Rousseau et al. (2019),,,3292-Mandy,hourly from 6:00-19:00 local time,none,Isla Santa Cruz west (La Reserva),,e-obs GmbH,custom GPS logger,,,other-wireless
3151,Hamish,Chelonoidis hoodensis,2013-12-18 22:00:00.000,,saddleback: carapace length 83.1 cm,,,,adult,,m,,glue,,,,,,3151-Hamish,hourly from 6:00-19:00 local time,none,Isla Espanola,,e-obs GmbH,custom GPS logger,,,other-wireless
3152,Thane,Chelonoidis hoodensis,2013-12-18 23:00:00.000,,saddleback: carapace length 69 cm,,,,adult,,f,,glue,,,,,,3152-Thane,hourly from 6:00-19:00 local time,none,Isla Espanola,,e-obs GmbH,custom GPS logger,,,other-wireless
3290,Bill,Chelonoidis hoodensis,2013-12-19 14:30:00.000,,saddleback: carapace length 95.7 cm,,,,adult,,m,,glue,,,,,,3290-Bill,hourly from 6:00-19:00 local time,none,Isla Espanola,,e-obs GmbH,custom GPS logger,,,other-wireless
3156,Kiki,Chelonoidis hoodensis,2013-12-19 16:00:00.000,,saddleback: carapace length 64.2 cm,,,,adult,,f,,glue,,,,,,3156-Kiki,hourly from 6:00-19:00 local time,none,Isla Espanola,,e-obs GmbH,custom GPS logger,,,other-wireless
3160,Chica,Chelonoidis hoodensis,2013-12-19 21:00:00.000,,saddleback: carapace length 66.1cm,,,,adult,,f,,glue,,,,,,3160-Chica,hourly from 6:00-19:00 local time,none,Isla Espanola,,e-obs GmbH,custom GPS logger,,,other-wireless
3291,Gaby,Chelonoidis hoodensis,2013-12-20 14:30:00.000,,saddleback: carapace length 66.5 cm,,,,adult,,f,,glue,,,,,,3291-Gaby,hourly from 6:00-19:00 local time,none,Isla Espanola,,e-obs GmbH,custom GPS logger,,,other-wireless
3162,Iggy,Chelonoidis porteri,2014-01-28 15:00:00.000,,domed: carapace length 53.8 cm,,,,juvenile,, ,,glue,,,,,,3162-Iggy,hourly from 6:00-19:00 local time,none,Isla Santa Cruz west (La Reserva),,e-obs GmbH,custom GPS logger,,,other-wireless
3133,Jake,Chelonoidis porteri,2014-01-28 15:30:00.000,,domed: carapace length 39.9 cm,,,,juvenile,, ,,glue,,,,,,3133-Jake,hourly from 6:00-19:00 local time,none,Isla Santa Cruz west (La Reserva),,e-obs GmbH,custom GPS logger,,,other-wireless
3144,Nigel,Chelonoidis porteri,2014-01-28 18:00:00.000,,domed: carapace length 93.7 cm,,,,adult,,m,,glue,,,,,,3144-Nigel,hourly from 6:00-19:00 local time,none,Isla Santa Cruz west (La Reserva),,e-obs GmbH,custom GPS logger,,,other-wireless
3294,Nigrita,Chelonoidis donfaustoi,2014-04-03 15:30:00.000,,domed:carapace length 96.2 cm,,,,adult,,f,,glue,,,,,,3294-Nigrita,hourly from 6:00-19:00 local time,none,Isla Santa Cruz east (Cerro Fatal),,e-obs GmbH,custom GPS logger,,,other-wireless
3285,Samy,Chelonoidis donfaustoi,2014-07-22 00:00:00.000,2019-12-05 00:00:00.000,domed:carapace length 103.6 cm,,,,adult,,f,,glue,,,,,,3285-Samy,hourly from 6:00-19:00 local time,none,Isla Santa Cruz east (Cerro Fatal),,e-obs GmbH,custom GPS logger,,,other-wireless
3148,Mary,Chelonoidis porteri,2014-10-16 00:00:00.000,,domed:carapace length 90.0 cm,,,,adult,,f,,glue,,Fredy Cabrera,,,,3148-Mary,hourly from 6:00-19:00 local time,none,Isla Santa Cruz west (La Reserva),,e-obs GmbH,custom GPS logger,,,other-wireless
3286,Melina,Chelonoidis donfaustoi,2015-02-25 00:00:00.000,,domed:carapace length 101 cm,,,,adult,,f,,glue,,,,,,3286-Melina,,none,Isla Santa Cruz east (Cerro Fatal),,e-obs GmbH,custom GPS logger,,,other-wireless
3288,Sandra,Chelonoidis donfaustoi,2015-08-04 00:00:00.000,2019-08-15 00:00:00.000,domed:carapace length 113.8 cm,,,,adult,,f,,glue,Freddy Cabrera,Blake and Cabrera,2009-2016 data used for analysis in Bastille-Rousseau et al. (2019),,,3288-Sandra,,none,Isla Santa Cruz east (Cerro Fatal),,e-obs GmbH,custom GPS logger,,,other-wireless
3289,Narcissa,Chelonoidis donfaustoi,2015-08-04 00:00:00.000,2019-12-05 00:00:00.000,domed:carapace length 95.5 cm,,,,adult,,f,,glue,,Fredy Cabrera,,,,3289-Narcissa,,none,Isla Santa Cruz east (Cerro Fatal),,e-obs GmbH,custom GPS logger,,,other-wireless
3284,Roby,Chelonoidis hoodensis,2016-06-17 00:00:00.000,,domed:carapace length 88.2 cm,,,,adult,,m,,glue,,Fredy Cabrera,,,,3284-Roby,,none,Isla Espanola,,e-obs GmbH,custom GPS logger,,,other-wireless
3287,Bonnie,Chelonoidis hoodensis,2016-06-17 00:00:00.000,,domed:carapace length 69.8 cm,,,,adult,,f,,glue,,Fredy Cabrera,,,,3287-Bonnie,,none,Isla Espanola,,e-obs GmbH,custom GPS logger,,,other-wireless
1382,Bertha,Chelonoidis hoodensis,2016-06-17 00:00:00.000,,domed:carapace length 70.1 cm,,,,sub-adult,,f,,glue,,,,,,1382-Bertha,,none,Isla Espanola,,e-obs GmbH,custom GPS logger,,,other-wireless
3283,Harry,Chelonoidis donfaustoi,2016-08-05 20:00:00.000,2019-12-06 00:00:00.000,saddleback: carapace length 126.6 cm,,,,adult,,m,,glue,,Fredy Cabrera,,,,3283-Harry,,none,Isla Santa Cruz east (Cerro Fatal),,e-obs GmbH,custom GPS logger,,,other-wireless
1407,George,Chelonoidis porteri,2016-08-06 00:00:00.000,,saddleback: carapace length 155.5 cm,,,,adult,,m,,glue,,Fredy Cabrera,,,,1407-George,,none,Isla Santa Cruz west (La Reserva),,e-obs GmbH,custom GPS logger,,,other-wireless
1396,Johnny,Chelonoidis porteri,2016-08-15 00:00:00.000,,domed:carapace length 158.5 cm,,,,adult,,m,,glue,,Fredy Cabrera,,,,1396-Johnny,,none,Isla Santa Cruz west (La Reserva),,e-obs GmbH,custom GPS logger,,,other-wireless
1401,Dennis,Chelonoidis donfaustoi,2016-08-16 00:00:00.000,2019-08-15 00:00:00.000,domed: carapace length 132 cm,,,,adult,,m,,glue,,Freddy Cabrera,,,,1401-Dennis,,none,Isla Santa Cruz east (Cerro Fatal),,e-obs GmbH,custom GPS logger,,,other-wireless
5274,Samuel,Chelonoidis porteri,2016-10-11 00:00:00.000,2017-01-22 00:00:00.000,domed:carapace length 17.3 cm,,2013-02-13 00:00:00.000,,hatchling,,f,,glue,,Fredy Cabrera,,,,5274-Samuel,,none,Isla Santa Cruz west (La Reserva),,e-obs GmbH,custom GPS logger,,,other-wireless
5275,Valencia,Chelonoidis porteri,2016-10-26 00:00:00.000,,domed: carapace length 15.1 cm,,2014-03-25 00:00:00.000,,hatchling,,f,,glue,,Fredy y Jose,,,,5275-Valencia,,none,Isla Santa Cruz west (La Reserva),,e-obs GmbH,custom GPS logger,,,other-wireless
5265,Andres,Chelonoidis donfaustoi,2016-12-09 00:00:00.000,,domed: carapace length 17.4 cm,,,,infant,, ,,glue,,Fredy Cabrera,,,,5265-Andres,,none,Isla Santa Cruz east (Cerro Fatal),,e-obs GmbH,custom GPS logger,,,other-wireless
5264,Samuel,Chelonoidis porteri,2018-01-10 00:00:00.000,,domed:carapace length 17.3 cm,,2013-02-13 00:00:00.000,,hatchling,,f,,glue,,Fredy y Jose,,,,5264-Samuel,,none,Isla Santa Cruz west (La Reserva),,e-obs GmbH,custom GPS logger,,,other-wireless
6800,Destiny,Chelonoidis porteri,2019-01-29 00:00:00.000,,,,,,Adult,99.0,f,,,,freddy,,,,,,,,deployed by freddy and ainoa,eobs,,,,
6799,Butternut,Chelonoidis porteri,2019-01-29 00:00:00.000,,,,,,,,m,,,,freddy,,,,,,,,,,,,,
6801,Baronesa,Chelonoidis porteri,2019-02-22 08:18:00.000,,,,,,,,f,,,,,,,,,,,,,,,,,
7279,Randy,Chelonoidis porteri,2019-07-13 17:30:00.000,2019-08-01 00:00:00.000,Used in thermoregulation study july aug 2019. swallowed an ibutton temperature sensor),,,,,,m,Western Santa Cruz Tortoise,glue,Freddy Cabrera,Freddy Cabrera,,,,,,,,,,,,,
7262,Jack,Chelonoidis porteri,2019-07-13 18:30:00.000,2019-09-29 00:00:00.000,used in thermoregulation study. swallowed an ibutton,,,,,,m,Western Santa Cruz tortoise,,Freddy Cabrera,Freddy Cabrera,,,,,,,,,,,,,
6792,Emma Espanola,Chelonoidis hoodensis,2019-07-27 00:00:00.000,,saddleback:carapace length 66.8 cm,,,,,,f,,,,Freddy Cabrera,,,,,,,,,,,,,
6793,Zelfa,Chelonoidis hoodensis,2019-07-30 00:00:00.000,,saddleback:carapace length 70 cm,,,,,,f,,,,Freddy cabrera,,,,,,,,,,,,,
6794,Thane,Chelonoidis hoodensis,2019-07-30 00:00:00.000,,saddleback: carapace length 69 cm,,,,,,f,,,,Freddy Cabrera,,,,,,,,,,,,,
6790,Ainoa,Chelonoidis hoodensis,2019-07-31 00:00:00.000,,,,,,,,f,,,,Freddy Cabrera,,,,,,,,,,,,,
6791,Fernando,Chelonoidis hoodensis,2019-07-31 00:00:00.000,,,,,,,,m,,,,Freddy Cabrera,,,,,,,,,,,,,
6795,Virginia,Chelonoidis hoodensis,2019-07-31 00:00:00.000,,,,,,,,f,,,,Freddy Cabrera,,,,,,,,,,,,,
6796,James,Chelonoidis hoodensis,2019-08-01 00:00:00.000,,saddleback:carapace length 89 cm,,,,,,m,,,,Freddy Cabrera,,,,,,,,,,,,,
7258,Speedy Gonzales,Chelonoidis porteri,2019-08-07 21:00:00.000,2020-02-13 00:00:00.000,,,2019-08-07 00:00:00.000,2019-08-07 00:00:00.000,,,m,,,Freddy Cabrera,Freddy Cabrera,,,,Speedy Gonzalez,,,,,,,,,
7260,Roberto,Chelonoidis porteri,2019-08-08 00:00:00.000,,,,,,,,m,,,,Freddy Cabrera,,,,,,,,,,,,,
7261,Alison,Chelonoidis donfaustoi,2019-08-15 00:00:00.000,,domed:carapace length 103 cm,,,,,,f,,,,Freddy Cabrera,,,,,,,,,,,,,
7277,Sandra,Chelonoidis donfaustoi,2019-08-15 00:00:00.000,,domed:carapace length 113.8 cm,,,,,,f,,,,Freddy Cabrera,,,,,,,,,,,,,
1401,Francisco,Chelonoidis porteri,2019-09-26 00:00:00.000,,,,,,,,m,,,,Ainoa,,,,,,,,,e-obs GmbH,custom GPS logger,,,
7279,Greg,Chelonoidis,2019-10-04 00:00:00.000,,domed:carapace length 131 cm,,,,,,m,vandenburghi,,,Freddy Cabrera,,,,,,,,,,,,,
7262,Jeneene,Chelonoidis,2019-10-04 00:00:00.000,,domed:carapace length 102.3 cm,,,,,,f,vandenburghi,,,Freddy Cabrera,,,,,,,,,,,,,
7278,Sparkey,Chelonoidis,2019-10-05 00:00:00.000,,domed:carapace length 139.5 cm,,,,,,m,vandenburghi,,,Freddy Cabrera,,,,,,,,,,,,,
7284,Anne,Chelonoidis,2019-10-06 00:00:00.000,,domed:carapace length 98 cm,,,,,,f,vandenburghi,,,Freddy Cabrera,,,,,,,,,,,,,
6798,Christian,Chelonoidis,2019-10-07 00:00:00.000,,domed:carapace length 148 cm,,,,,,m,vandenburghi,,,Freddy Cabrera,,,,,,,,,,,,,
7283,Franz,Chelonoidis,2019-10-07 00:00:00.000,,domed:carapace length 134 cm,,,,,,m,vandenburghi,,,Freddy Cabrera,,,,,,,,,,,,,
7280,Martin,Chelonoidis,2019-10-08 00:00:00.000,,domed:carapace length 138.3 cm,,,,,,m,vandenburghi,,,Freddy Cabrera,,,,,,,,,,,,,
7402,Marilyn,Chelonoidis donfaustoi,2019-12-05 00:00:00.000,,domed:carapace length 91.6 cm,,,,,,f,,,,Kyana,,,,,,,,,,,,,
7403,Samy,Chelonoidis donfaustoi,2019-12-05 00:00:00.000,,domed:carapace length 103.6 cm,,,,,,f,,,,Freddy,,,,,,,,,,,,,
7405,Narcissa,Chelonoidis donfaustoi,2019-12-05 00:00:00.000,,domed:carapace length 95.5 cm,,,,,,f,,,,Freddy,,,,,,,,,,,,,
7401,Kitty,Chelonoidis donfaustoi,2019-12-05 00:00:00.000,,domed:carapace length 92.1 cm,,,,,,f,,,,Freddy,,,,,,,,,,,,,
7404,Harry,Chelonoidis donfaustoi,2019-12-06 00:00:00.000,,saddleback: carapace length 126.6 cm,,,,,,m,,,,Freddy,,,,,,,,,,,,,
7406,Herbert,Chelonoidis donfaustoi,2019-12-06 00:00:00.000,,domed:carapace length 122.8 cm,,,,,,m,,,,Freddy,,,,,,,,,,,,,
6797,Montemar,Chelonoidis porteri,2019-12-23 00:00:00.000,,Marcada como Laura. Cambio de nombre a Montemar. Posible macho,,,,,,,,,,Freddy,,,,,,,,,,,,,
7281,Gnasher,Chelonoidis porteri,2019-12-27 00:00:00.000,,domed: carapace length 45 cm,,,,,, ,,,,Freddy,,,,,,,,,,,,,
7258,Laura,Chelonoidis porteri,2020-02-14 00:00:00.000,,,,,,,,f,,,,Freddy Cabrera,,,,,,,,,,,,,
7408,Walter,Chelonoidis hoodensis,2020-06-15 00:00:00.000,,saddleback:carapace length NA,,,,,,m,,,,Freddy Cabrera,,,,,,,,,Eobs,,,2019,
7259,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7282,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7410,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7412,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#1176125848,Chelonoidis hoodensis,,,,,,,,,f,,,,,,,,,,,,,,,,,
